intervention_id;devis_id;date_intervention;mois;exercice;technicien_id;technicien;agence;categorie;heures_devisees;heures_reelles;cout_horaire;cout_main_oeuvre;cout_materiel;statut_intervention
INT-00979;DEV-02624;2026-02-20;2026-02;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Dépannage;2.2;2.4;28.0;67.2;189.46;Terminée
INT-00980;DEV-02631;2026-03-23;2026-03;2025-2026;TEC-06;Pierre Vasseur;Toulouse;Chauffage;10.9;9.8;36.0;352.8;3466.08;Terminée
INT-00981;DEV-02639;2026-03-03;2026-03;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Dépannage;2.1;2.2;28.0;61.6;153.95;Terminée
INT-00982;DEV-02641;2026-03-05;2026-03;2025-2026;TEC-08;Elodie Ravel;Toulouse;Salle de bain;45.9;49.1;32.0;1571.2;6302.04;Terminée
INT-00983;DEV-02645;2026-03-16;2026-03;2025-2026;TEC-08;Elodie Ravel;Toulouse;Électricité;14.6;15.2;32.0;486.4;3135.82;Terminée
INT-00984;DEV-02646;2026-03-13;2026-03;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Électricité;41.6;42.2;33.0;1392.6;7030.77;Terminée
INT-00985;DEV-02650;2026-02-16;2026-02;2025-2026;TEC-01;Marc Delaunay;Bordeaux;Plomberie;27.1;23.5;32.0;752.0;3805.61;Terminée
INT-00986;DEV-02657;2026-03-06;2026-03;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;45.7;41.0;31.0;1271.0;17650.65;Terminée
INT-00987;DEV-02658;2026-04-07;2026-04;2025-2026;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;13.1;14.7;30.0;441.0;2049.15;Terminée
INT-00988;DEV-02661;2026-03-17;2026-03;2025-2026;TEC-08;Elodie Ravel;Toulouse;Électricité;5.1;4.8;32.0;153.6;1453.49;Terminée
INT-00989;DEV-02663;2026-03-26;2026-03;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;6.0;6.0;31.0;186.0;930.76;Terminée
INT-00990;DEV-02664;2026-03-16;2026-03;2025-2026;TEC-04;Lucas Bertin;Bordeaux;Dépannage;1.4;1.5;27.0;40.5;115.84;Terminée
INT-00991;DEV-02666;2026-03-26;2026-03;2025-2026;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;8.3;7.0;35.0;245.0;1579.25;Terminée
INT-00992;DEV-02672;2026-03-26;2026-03;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.7;2.0;28.0;56.0;202.42;Terminée
INT-00993;DEV-02673;2026-03-23;2026-03;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Électricité;6.8;6.2;33.0;204.6;1664.94;Terminée
INT-00994;DEV-02676;2026-03-17;2026-03;2025-2026;TEC-07;Yannick Dubreuil;Toulouse;Salle de bain;16.1;18.0;30.0;540.0;2569.11;Terminée
INT-00995;DEV-02688;2026-04-06;2026-04;2025-2026;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;1.1;1.1;35.0;38.5;54.63;Terminée
INT-00996;DEV-02689;2026-05-11;2026-05;2025-2026;TEC-10;Bruno Castel;Montpellier;Plomberie;4.4;5.4;31.0;167.4;877.81;Terminée
INT-00997;DEV-02692;2026-03-25;2026-03;2025-2026;TEC-04;Lucas Bertin;Bordeaux;Plomberie;13.0;13.3;27.0;359.1;3369.99;Terminée
INT-00998;DEV-02694;2026-04-08;2026-04;2025-2026;TEC-12;Inès Bonnaud;Montpellier;Électricité;16.2;20.0;29.0;580.0;2330.8;Terminée
INT-00999;DEV-02699;2026-04-13;2026-04;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Dépannage;4.9;5.0;28.0;140.0;381.06;Terminée
INT-01000;DEV-02700;2026-03-20;2026-03;2025-2026;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;9.7;8.2;35.0;287.0;2589.75;Terminée
INT-01001;DEV-02701;2026-03-20;2026-03;2025-2026;TEC-04;Lucas Bertin;Bordeaux;Plomberie;1.8;2.2;27.0;59.4;519.66;Terminée
INT-01002;DEV-02702;2026-03-19;2026-03;2025-2026;TEC-08;Elodie Ravel;Toulouse;Électricité;7.3;7.6;32.0;243.2;1729.62;Terminée
INT-01003;DEV-02704;2026-04-21;2026-04;2025-2026;TEC-10;Bruno Castel;Montpellier;Plomberie;2.3;2.5;31.0;77.5;374.96;Terminée
INT-01004;DEV-02705;2026-04-16;2026-04;2025-2026;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;11.9;12.3;35.0;430.5;3058.8;Terminée
INT-01005;DEV-02709;2026-03-26;2026-03;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.7;1.9;28.0;53.2;118.93;Terminée
INT-01006;DEV-02716;2026-03-31;2026-03;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;5.9;5.6;31.0;173.6;1002.98;Terminée
INT-01007;DEV-02719;2026-04-06;2026-04;2025-2026;TEC-04;Lucas Bertin;Bordeaux;Plomberie;31.9;37.6;27.0;1015.2;3566.01;Terminée
INT-01008;DEV-02723;2026-04-10;2026-04;2025-2026;TEC-12;Inès Bonnaud;Montpellier;Dépannage;2.0;2.5;29.0;72.5;144.15;Terminée
INT-01009;DEV-02725;2026-04-01;2026-04;2025-2026;TEC-04;Lucas Bertin;Bordeaux;Dépannage;0.9;1.1;27.0;29.7;210.81;Terminée
INT-01010;DEV-02729;2026-04-23;2026-04;2025-2026;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;14.2;15.7;30.0;471.0;2258.14;Terminée
INT-01011;DEV-02730;2026-04-13;2026-04;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Électricité;4.7;4.6;33.0;151.8;1864.88;Terminée
INT-01012;DEV-02734;2026-04-08;2026-04;2025-2026;TEC-01;Marc Delaunay;Bordeaux;Plomberie;47.4;44.7;32.0;1430.4;6893.13;Terminée
INT-01013;DEV-02736;2026-04-07;2026-04;2025-2026;TEC-12;Inès Bonnaud;Montpellier;Électricité;16.3;21.4;29.0;620.6;3112.29;Terminée
INT-01014;DEV-02738;2026-04-22;2026-04;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Dépannage;1.0;0.9;31.0;27.9;160.44;Terminée
INT-01015;DEV-02740;2026-04-23;2026-04;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;30.9;31.0;31.0;961.0;4784.16;Terminée
INT-01016;DEV-02746;2026-04-27;2026-04;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Dépannage;2.2;2.4;28.0;67.2;140.65;Terminée
INT-01017;DEV-02748;2026-05-12;2026-05;2025-2026;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;14.7;16.7;30.0;501.0;1732.04;Terminée
INT-01018;DEV-02749;2026-04-03;2026-04;2025-2026;TEC-02;Ahmed Zahiri;Bordeaux;Dépannage;1.6;1.3;35.0;45.5;154.92;Terminée
INT-01019;DEV-02750;2026-04-06;2026-04;2025-2026;TEC-04;Lucas Bertin;Bordeaux;Plomberie;13.2;13.7;27.0;369.9;1874.53;Terminée
INT-01020;DEV-02752;2026-04-22;2026-04;2025-2026;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;25.1;26.8;30.0;804.0;3551.33;Terminée
INT-01021;DEV-02757;2026-04-24;2026-04;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Dépannage;1.4;1.5;31.0;46.5;167.41;Terminée
INT-01022;DEV-02758;2026-05-18;2026-05;2025-2026;TEC-01;Marc Delaunay;Bordeaux;Dépannage;1.1;1.1;32.0;35.2;123.76;Terminée
INT-01023;DEV-02764;2026-04-27;2026-04;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;44.9;41.4;31.0;1283.4;13052.37;Terminée
INT-01024;DEV-02765;2026-05-07;2026-05;2025-2026;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;9.9;9.0;35.0;315.0;3825.89;Terminée
INT-01025;DEV-02769;2026-04-22;2026-04;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Électricité;16.2;16.8;33.0;554.4;2085.6;Terminée
INT-01026;DEV-02771;2026-05-05;2026-05;2025-2026;TEC-08;Elodie Ravel;Toulouse;Électricité;15.7;15.9;32.0;508.8;3775.33;Terminée
INT-01027;DEV-02777;2026-04-06;2026-04;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Dépannage;2.1;2.3;28.0;64.4;125.64;Terminée
INT-01028;DEV-02778;2026-05-04;2026-05;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.9;1.8;28.0;50.4;181.51;Terminée
INT-01029;DEV-02780;2026-04-20;2026-04;2025-2026;TEC-12;Inès Bonnaud;Montpellier;Électricité;48.8;61.2;29.0;1774.8;5362.82;Terminée
INT-01030;DEV-02782;2026-04-16;2026-04;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.1;1.1;28.0;30.8;122.01;Terminée
INT-01031;DEV-02783;2026-04-30;2026-04;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Dépannage;1.5;1.4;33.0;46.2;204.14;Terminée
INT-01032;DEV-02785;2026-04-17;2026-04;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.0;1.2;28.0;33.6;185.86;Terminée
INT-01033;DEV-02786;2026-05-04;2026-05;2025-2026;TEC-12;Inès Bonnaud;Montpellier;Électricité;16.1;17.7;29.0;513.3;2526.08;Terminée
INT-01034;DEV-02789;2026-04-20;2026-04;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Dépannage;1.1;1.1;31.0;34.1;92.24;Terminée
INT-01035;DEV-02792;2026-05-05;2026-05;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;15.1;14.6;31.0;452.6;2680.78;Terminée
INT-01036;DEV-02794;2026-05-14;2026-05;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.0;1.1;28.0;30.8;91.83;Terminée
INT-01037;DEV-02795;2026-05-14;2026-05;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;5.4;5.1;31.0;158.1;1556.53;Terminée
INT-01038;DEV-02796;2026-04-30;2026-04;2025-2026;TEC-02;Ahmed Zahiri;Bordeaux;Dépannage;1.6;1.4;35.0;49.0;121.17;Terminée
INT-01039;DEV-02800;2026-04-21;2026-04;2025-2026;TEC-08;Elodie Ravel;Toulouse;Salle de bain;5.3;6.0;32.0;192.0;665.07;Terminée
INT-01040;DEV-02806;2026-05-11;2026-05;2025-2026;TEC-10;Bruno Castel;Montpellier;Plomberie;29.8;35.2;31.0;1091.2;9296.66;Terminée
INT-01041;DEV-02807;2026-05-22;2026-05;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;5.9;6.0;31.0;186.0;561.65;Terminée
INT-01042;DEV-02811;2026-04-23;2026-04;2025-2026;TEC-08;Elodie Ravel;Toulouse;Électricité;5.3;5.3;32.0;169.6;920.82;Terminée
INT-01043;DEV-02817;2026-05-07;2026-05;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;47.9;48.0;31.0;1488.0;5712.62;Terminée
INT-01044;DEV-02821;2026-05-14;2026-05;2025-2026;TEC-06;Pierre Vasseur;Toulouse;Salle de bain;48.4;39.7;36.0;1429.2;5295.12;Terminée
INT-01045;DEV-02825;2026-05-11;2026-05;2025-2026;TEC-08;Elodie Ravel;Toulouse;Électricité;5.4;5.6;32.0;179.2;1281.21;Terminée
INT-01046;DEV-02829;2026-05-07;2026-05;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Électricité;7.9;8.4;33.0;277.2;1010.25;Terminée
INT-01047;DEV-02830;2026-05-18;2026-05;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;5.0;4.7;31.0;145.7;1252.97;Terminée
INT-01048;DEV-02831;2026-05-21;2026-05;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Électricité;43.5;44.4;33.0;1465.2;5510.61;Terminée
INT-01049;DEV-02833;2026-05-18;2026-05;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;5.2;4.7;31.0;145.7;554.98;Terminée
INT-01050;DEV-02838;2026-06-19;2026-06;2025-2026;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;1.9;2.1;30.0;63.0;372.31;Terminée
INT-01051;DEV-02840;2026-05-15;2026-05;2025-2026;TEC-02;Ahmed Zahiri;Bordeaux;Dépannage;2.1;1.8;35.0;63.0;323.14;Terminée
INT-01052;DEV-02841;2026-06-11;2026-06;2025-2026;TEC-08;Elodie Ravel;Toulouse;Électricité;7.3;7.2;32.0;230.4;2471.91;Terminée
INT-01053;DEV-02842;2026-05-04;2026-05;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Électricité;11.3;12.3;33.0;405.9;1999.28;Terminée
INT-01054;DEV-02843;2026-05-22;2026-05;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Électricité;40.2;37.1;33.0;1224.3;7313.01;Terminée
INT-01055;DEV-02848;2026-06-08;2026-06;2025-2026;TEC-12;Inès Bonnaud;Montpellier;Dépannage;1.6;2.0;29.0;58.0;202.45;Terminée
INT-01056;DEV-02850;2026-05-20;2026-05;2025-2026;TEC-08;Elodie Ravel;Toulouse;Électricité;5.6;5.2;32.0;166.4;2072.33;Terminée
INT-01057;DEV-02851;2026-06-16;2026-06;2025-2026;TEC-08;Elodie Ravel;Toulouse;Électricité;41.1;45.1;32.0;1443.2;5902.57;Terminée
INT-01058;DEV-02852;2026-05-25;2026-05;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Dépannage;3.3;3.0;33.0;99.0;276.01;Terminée
INT-01059;DEV-02853;2026-05-29;2026-05;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.4;1.4;28.0;39.2;131.79;Terminée
INT-01060;DEV-02854;2026-05-26;2026-05;2025-2026;TEC-04;Lucas Bertin;Bordeaux;Plomberie;4.0;4.8;27.0;129.6;431.7;Terminée
INT-01061;DEV-02856;2026-06-01;2026-06;2025-2026;TEC-11;Damien Roche;Montpellier;Dépannage;1.0;1.1;34.0;37.4;153.77;Terminée
INT-01062;DEV-02857;2026-06-01;2026-06;2025-2026;TEC-01;Marc Delaunay;Bordeaux;Dépannage;0.9;0.9;32.0;28.8;211.47;Terminée
INT-01063;DEV-02858;2026-05-20;2026-05;2025-2026;TEC-04;Lucas Bertin;Bordeaux;Dépannage;2.2;2.7;27.0;72.9;266.82;Terminée
INT-01064;DEV-02859;2026-06-15;2026-06;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Électricité;41.9;42.3;33.0;1395.9;10440.88;Terminée
INT-01065;DEV-02861;2026-05-12;2026-05;2025-2026;TEC-04;Lucas Bertin;Bordeaux;Plomberie;4.4;5.1;27.0;137.7;762.14;Terminée
INT-01066;DEV-02865;2026-06-08;2026-06;2025-2026;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;27.8;28.8;35.0;1008.0;10068.95;Terminée
INT-01067;DEV-02867;2026-06-22;2026-06;2025-2026;TEC-08;Elodie Ravel;Toulouse;Électricité;17.1;17.6;32.0;563.2;2068.5;Terminée
INT-01068;DEV-02869;2026-06-09;2026-06;2025-2026;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;1.1;1.0;35.0;35.0;51.27;Terminée
INT-01069;DEV-02881;2026-06-23;2026-06;2025-2026;TEC-07;Yannick Dubreuil;Toulouse;Salle de bain;41.5;46.8;30.0;1404.0;8135.94;Terminée
INT-01070;DEV-02883;2026-06-10;2026-06;2025-2026;TEC-06;Pierre Vasseur;Toulouse;Salle de bain;14.8;14.2;36.0;511.2;2046.63;Terminée
INT-01071;DEV-02888;2026-06-23;2026-06;2025-2026;TEC-08;Elodie Ravel;Toulouse;Électricité;14.9;16.0;32.0;512.0;1838.66;Terminée
INT-01072;DEV-02889;2026-05-25;2026-05;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Dépannage;2.1;2.2;28.0;61.6;281.74;Terminée
INT-01073;DEV-02891;2026-06-29;2026-06;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Électricité;5.1;5.7;33.0;188.1;1516.88;En cours
INT-01074;DEV-02900;2026-06-29;2026-06;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Électricité;4.5;4.5;33.0;148.5;1100.4;En cours
INT-01075;DEV-02901;2026-06-29;2026-06;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;5.2;5.0;31.0;155.0;647.79;En cours
INT-01076;DEV-02904;2026-06-15;2026-06;2025-2026;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;13.0;10.9;35.0;381.5;3016.74;Terminée
INT-01077;DEV-02910;2026-06-03;2026-06;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Électricité;6.4;6.4;33.0;211.2;1054.51;Terminée
INT-01078;DEV-02913;2026-06-18;2026-06;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;6.0;6.5;31.0;201.5;730.81;Terminée
INT-01079;DEV-02919;2026-06-25;2026-06;2025-2026;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;4.8;5.0;30.0;150.0;839.95;Terminée
INT-01080;DEV-02926;2026-06-22;2026-06;2025-2026;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;13.8;13.8;35.0;483.0;4797.68;Terminée
INT-01081;DEV-02928;2026-06-10;2026-06;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;50.1;51.9;31.0;1608.9;10791.89;Terminée
INT-01082;DEV-02930;2026-06-29;2026-06;2025-2026;TEC-06;Pierre Vasseur;Toulouse;Chauffage;3.4;2.9;36.0;104.4;341.59;En cours
INT-01083;DEV-02931;2026-06-29;2026-06;2025-2026;TEC-06;Pierre Vasseur;Toulouse;Chauffage;29.2;28.8;36.0;1036.8;9688.05;En cours
INT-01084;DEV-02932;2026-06-16;2026-06;2025-2026;TEC-08;Elodie Ravel;Toulouse;Salle de bain;5.3;5.5;32.0;176.0;1325.54;Terminée
INT-01085;DEV-02938;2026-06-29;2026-06;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.0;1.0;28.0;28.0;97.78;En cours
INT-01086;DEV-02945;2026-06-23;2026-06;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Dépannage;2.1;1.9;33.0;62.7;147.91;Terminée
INT-01087;DEV-02946;2026-06-29;2026-06;2025-2026;TEC-12;Inès Bonnaud;Montpellier;Dépannage;1.6;1.9;29.0;55.1;121.35;En cours
INT-01088;DEV-02950;2026-06-29;2026-06;2025-2026;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;8.2;7.5;35.0;262.5;3064.49;En cours
INT-01089;DEV-02956;2026-06-29;2026-06;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Salle de bain;6.0;6.8;28.0;190.4;723.04;En cours
INT-01090;DEV-02970;2026-06-29;2026-06;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.6;1.9;28.0;53.2;118.21;En cours
INT-01091;DEV-02973;2026-06-29;2026-06;2025-2026;TEC-12;Inès Bonnaud;Montpellier;Électricité;15.1;18.1;29.0;524.9;1938.93;En cours
INT-01092;DEV-02974;2026-06-29;2026-06;2025-2026;TEC-04;Lucas Bertin;Bordeaux;Plomberie;2.0;2.5;27.0;67.5;255.43;En cours
INT-01093;DEV-02975;2026-06-29;2026-06;2025-2026;TEC-04;Lucas Bertin;Bordeaux;Plomberie;26.6;27.7;27.0;747.9;4714.87;En cours
INT-01094;DEV-02976;2026-06-23;2026-06;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Dépannage;1.5;1.6;31.0;49.6;124.81;Terminée
INT-01095;DEV-02980;2026-06-29;2026-06;2025-2026;TEC-01;Marc Delaunay;Bordeaux;Plomberie;15.3;15.5;32.0;496.0;4589.99;En cours
INT-01096;DEV-02981;2026-06-29;2026-06;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Dépannage;2.2;2.3;28.0;64.4;131.64;En cours
INT-01097;DEV-02999;2026-06-29;2026-06;2025-2026;TEC-08;Elodie Ravel;Toulouse;Électricité;14.4;14.4;32.0;460.8;1967.21;En cours
INT-01098;DEV-03004;2026-06-29;2026-06;2025-2026;TEC-04;Lucas Bertin;Bordeaux;Plomberie;6.2;7.2;27.0;194.4;814.91;En cours
INT-01099;DEV-03011;2026-06-29;2026-06;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Électricité;37.0;35.2;33.0;1161.6;6055.98;En cours
INT-01100;DEV-03018;2026-06-29;2026-06;2025-2026;TEC-11;Damien Roche;Montpellier;Salle de bain;17.4;17.0;34.0;578.0;2591.46;En cours
INT-01101;DEV-03023;2026-06-29;2026-06;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;48.5;48.1;31.0;1491.1;14342.03;En cours
INT-01102;DEV-03024;2026-06-29;2026-06;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.4;1.6;28.0;44.8;210.14;En cours
INT-01103;DEV-03030;2026-06-29;2026-06;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Électricité;16.2;17.9;33.0;590.7;2628.75;En cours
INT-01104;DEV-03033;2026-06-29;2026-06;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Dépannage;3.0;3.4;28.0;95.2;421.98;En cours
INT-01105;DEV-03041;2026-06-29;2026-06;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.1;1.2;28.0;33.6;106.12;En cours
